trail_name,feature_name,edge_uid,elastic_net_coefficient,abs_elastic_net_coefficient,screen_rank,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,coefficient_rank
Ashokan High Point Trail,edge_514176317,514176317,0.1955298052995181,0.1955298052995181,50,42,0.8095072923430178,0.8095072923430178,89.28571428571429,82
Ashokan High Point Trail,edge_515098252,515098252,0.17577722041975186,0.17577722041975186,61,43,0.8056967866797969,0.8056967866797969,163.37209302325581,83
Ashokan High Point Trail,edge_511445117,511445117,0.16605241317146746,0.16605241317146746,34,43,0.8159963033641459,0.8159963033641459,300.4651162790698,84
Ashokan High Point Trail,edge_515092864,515092864,0.16476960983093183,0.16476960983093183,98,43,0.793422301877684,0.793422301877684,392.4418604651163,85
Ashokan High Point Trail,edge_515092859,515092859,0.161797031609114,0.161797031609114,90,43,0.7959088462904462,0.7959088462904462,403.95348837209303,86
Ashokan High Point Trail,edge_499519360,499519360,0.14442080673870158,0.14442080673870158,43,39,0.8121084015764624,0.8121084015764624,39.48717948717949,87
Ashokan High Point Trail,edge_514176297,514176297,0.13579864678481962,0.13579864678481962,32,41,0.8160712155234425,0.8160712155234425,96.46341463414635,88
Ashokan High Point Trail,edge_515092860,515092860,0.132970346001374,0.132970346001374,93,43,0.7941619610665492,0.7941619610665492,395.8139534883721,89
Ashokan High Point Trail,edge_499518065,499518065,-0.12177696742451344,0.12177696742451344,38,41,0.8149410105956931,0.8149410105956931,51.707317073170735,90
Ashokan High Point Trail,edge_514200375,514200375,0.11511643171705883,0.11511643171705883,53,43,0.8089729008548183,0.8089729008548183,103.48837209302326,91
Ashokan High Point Trail,edge_515092762,515092762,0.10014089447180212,0.10014089447180212,41,42,0.8133089433597853,0.8133089433597853,338.3333333333333,92
Ashokan High Point Trail,edge_514123899,514123899,0.0960638688885959,0.0960638688885959,91,40,0.7957966431595934,0.7957966431595934,80.375,93
Ashokan High Point Trail,edge_515092766,515092766,0.07896153451800494,0.07896153451800494,20,43,0.8232655558219344,0.8232655558219344,302.4418604651163,94
Ashokan High Point Trail,edge_514176314,514176314,0.06833202653697537,0.06833202653697537,100,41,0.7930265767384811,0.7930265767384811,99.63414634146342,95
Pine Hill West Branch Trail,edge_514055357,514055357,-3.0012533370511383,3.0012533370511383,32,10,-0.8780727019032085,0.8780727019032085,6.5,1
Pine Hill West Branch Trail,edge_511033776,511033776,-2.8704868889201656,2.8704868889201656,77,10,-0.8542773815466821,0.8542773815466821,6.0,2
Pine Hill West Branch Trail,edge_515135916,515135916,2.630085577463918,2.630085577463918,74,16,0.8543902941912579,0.8543902941912579,13.4375,3
Pine Hill West Branch Trail,edge_513450811,513450811,2.4152964182805836,2.4152964182805836,14,10,0.8911857841122569,0.8911857841122569,9.0,4
Pine Hill West Branch Trail,edge_512606667,512606667,2.3585082506118744,2.3585082506118744,81,11,0.8531212164712427,0.8531212164712427,12.272727272727273,5
Pine Hill West Branch Trail,edge_513174027,513174027,2.205127466970279,2.205127466970279,61,12,0.8593003209554491,0.8593003209554491,7.916666666666667,6
Pine Hill West Branch Trail,edge_514838274,514838274,1.980795516435374,1.980795516435374,72,10,0.8557230294056326,0.8557230294056326,8.0,7
