edge_uid,reported_months,mean_trips,std_trips,log_variance,max_trips
510658720,63,448.3333333333333,1476.7556527958566,2.135573819283154,7680.0
510656573,63,427.53968253968253,1435.2078845195194,2.1354095026871094,7540.0
510667909,63,312.3809523809524,954.8445478710544,2.135395693347247,4880.0
512414088,63,413.4920634920635,968.7082498477511,2.1353097382985364,6390.0
510658675,63,420.95238095238096,1391.6669794052098,2.135158039576619,7220.0
510656608,63,426.8253968253968,1423.9685858677312,2.1349113976593177,7475.0
511060649,63,1318.888888888889,4572.257634315019,2.134794108101046,25125.0
510800437,63,691.031746031746,2476.2509316293635,2.1345023628164985,13100.0
511062103,63,287.6984126984127,557.6620445800322,2.1334135309011395,3145.0
510658704,63,425.95238095238096,1408.693874899626,2.1330507849904543,7310.0
510667912,63,316.1111111111111,962.8701401591159,2.1317353061921636,4905.0
510659489,63,421.984126984127,1385.7179167872782,2.1317347873830887,7265.0
510659730,63,423.57142857142856,1385.3500281375927,2.131182772866015,7265.0
510848724,63,884.2063492063492,2958.479912424133,2.130873496029167,13560.0
512403227,63,735.3174603174604,1616.4576646062876,2.130257595041009,9165.0
510996865,63,293.57142857142856,317.15650529025294,2.1300754397318507,1505.0
511032243,63,204.20634920634922,202.49891745868817,2.129124935284813,1175.0
511614813,63,188.4126984126984,265.1898671567244,2.1280364592613745,1160.0
511060613,63,1385.3174603174602,4747.868441343243,2.127345866410706,25630.0
510797982,63,699.7619047619048,2491.2748434530704,2.1270561260302623,13170.0
510656606,63,427.85714285714283,1426.1887272427466,2.1268483525361765,7485.0
510797771,63,706.1904761904761,2519.125186462381,2.126451101333542,13345.0
510656576,63,424.36507936507934,1422.5960175269227,2.1262546396805195,7485.0
512408852,63,296.3492063492063,585.4445556164758,2.126159826358104,3180.0
510659484,63,422.93650793650795,1385.6201694433628,2.1261337462804386,7260.0
510797953,63,699.8412698412699,2491.9598078772824,2.1261332777746413,13175.0
510656566,63,425.87301587301585,1433.398156109297,2.122934796182488,7530.0
510975557,63,384.2063492063492,332.659380124541,2.122311322959261,1290.0
510838058,63,655.0793650793651,2301.340684299587,2.1216942094601743,13105.0
510665523,63,307.3809523809524,953.8254291581641,2.1209492630167013,4930.0
510797772,63,705.7142857142857,2519.049497065033,2.1208397881545973,13345.0
512428408,63,335.7142857142857,1084.7542672312923,2.12017551855917,5510.0
510658561,63,428.968253968254,1418.0171750205827,2.118995038957881,7415.0
511075922,63,954.8412698412699,2972.7882762969653,2.1188416717160887,16955.0
512414069,63,424.5238095238095,984.4577327898692,2.1185534465680576,6475.0
512428413,63,337.3809523809524,1085.9936200812335,2.1179602126515786,5520.0
510838307,63,652.1428571428571,2288.6061954762663,2.117903798130994,13010.0
510857512,63,845.6349206349206,2784.721636065943,2.1175193409314224,12780.0
510855599,63,1995.4761904761904,1970.432594202332,2.1170244393788793,13435.0
510658701,63,426.58730158730157,1410.298477158243,2.116177251263311,7320.0
510838317,63,652.2222222222222,2289.3992693143146,2.115340125899651,13015.0
511178547,63,441.9047619047619,1487.0338598904966,2.1149790038377776,6970.0
510656602,63,426.1904761904762,1423.2025206366604,2.1119707314252585,7475.0
510837994,63,663.3333333333334,2324.666295857703,2.1117488605699477,13275.0
511062109,63,284.6031746031746,554.8992218785069,2.1116236285953947,3145.0
511052054,63,877.3809523809524,2259.2092638124195,2.1107540231349984,12815.0
511075929,63,1166.4285714285713,2856.7463204090254,2.1085021567069884,13465.0
510798014,63,700.5555555555555,2492.0544884646292,2.108268019031294,13175.0
510979766,63,1510.5555555555557,849.7784868437827,2.1060823945306484,3230.0
510848736,63,878.7301587301587,2937.1893752380465,2.105490012896331,13275.0
510667911,63,315.1587301587302,961.5490561076888,2.104365625283106,4895.0
510847725,63,871.8253968253969,2879.3178377798968,2.104310147471,13485.0
510971745,63,1732.142857142857,2355.156099594297,2.103311667325338,13415.0
511058319,63,1198.6507936507937,4142.944858659661,2.103190732188724,22975.0
512414065,63,422.46031746031747,980.2850445463238,2.1025421008825167,6445.0
510658557,63,428.1746031746032,1419.5860089349826,2.1019429428084435,7425.0
511061081,63,218.57142857142858,416.32457539008277,2.1006772689175013,1800.0
512407452,63,867.1428571428571,2845.673103985513,2.1003892111186766,15025.0
510656567,63,426.8253968253968,1435.2689704055872,2.0994622813739765,7540.0
510847444,63,853.7301587301587,2834.2664136299218,2.099044980275759,12955.0
510658559,63,428.8888888888889,1420.7226252079531,2.098222681162284,7430.0
512414074,63,423.41269841269843,979.3306739137744,2.097877602303188,6440.0
